怪物id,怪物类型,怪物名称,怪物等级,怪物血条数量,怪物头像,怪物模型,属性,绝对生命值（每次受到伤害只扣除1点生命值）,属性,属性,属性,血条位置,模型百分比,能否被击退,AI类型,心跳
22281,2,尸王,150,15,,4625,78013339,0,3819974,0,0,220,110,,,
22282,2,精英威思而小虫,150,15,,4526,78093339,0,3823674,0,0,120,200,,,
22283,2,精英狼,150,15,,4500,78173339,0,3827374,0,0,120,150,,,
22284,2,精英巨型多角虫,150,15,,4637,78253339,0,3831074,0,0,140,120,,,
22285,2,精英巨型蠕虫,150,15,,4572,78333339,0,3834774,0,0,140,150,,,
22286,2,精英跳跳蜂,150,15,,4525,78413339,0,3838474,0,0,140,150,,,
22287,2,精英钳虫,150,15,,4516,78493339,0,3842174,0,0,180,130,,,
22288,2,精英跳跳蜂,150,15,,4525,78573339,0,3845874,0,0,140,150,,,
22289,2,精英钳虫,150,15,,4516,78653339,0,3849574,0,0,180,130,,,
22290,2,精英邪恶钳虫,150,15,,4534,78733339,0,3853274,0,0,180,135,,,
22291,2,精英钳虫,150,15,,4516,78813339,0,3856974,0,0,180,130,,,
22292,2,精英邪恶钳虫,150,15,,4534,78893339,0,3860674,0,0,180,135,,,
22293,2,触龙神,150,15,,4603,78973339,0,3864374,0,0,240,95,,,
22294,2,精英威思而小虫,150,15,,4526,79053339,0,3868074,0,0,120,200,,,
22295,2,精英狼,150,15,,4500,79133339,0,3871774,0,0,120,150,,,
22296,2,精英巨型多角虫,150,15,,4637,79213339,0,3875474,0,0,140,120,,,
22297,2,精英红色恶猪,150,15,,4652,79293339,0,3879174,0,0,180,130,,,
22298,2,精英黑色恶猪,150,15,,4651,79373339,0,3882874,0,0,180,130,,,
22299,2,精英蝎蛇,150,15,,4518,79453339,0,3886574,0,0,140,150,,,
22300,2,精英黑色恶蛆,150,15,,4636,79533339,0,3890274,0,0,120,150,,,
22301,2,精英蝎蛇,150,15,,4518,79613339,0,3893974,0,0,140,150,,,
22302,2,精英黑色恶猪,150,15,,4651,79693339,0,3897674,0,0,180,130,,,
22303,2,精英白色恶猪,150,15,,4631,79773339,0,3901374,0,0,180,130,,,
22304,2,精英黑色恶猪,150,20,,4651,79853339,0,3905074,0,0,180,130,,,
22305,2,白猪王,150,20,,4601,79933339,0,3908774,0,0,240,100,,,
22306,2,精英暗黑战士,150,20,,4501,80013339,0,3912474,0,0,180,150,,,
22307,2,精英沃玛卫士,150,20,,4528,80093339,0,3916174,0,0,180,140,,,
22308,2,精英沃玛勇士,150,20,,4529,80173339,0,3919874,0,0,180,140,,,
22309,2,精英沃玛战将,150,20,,4530,80253339,0,3923574,0,0,180,110,,,
22310,2,精英火焰沃玛,150,20,,4568,80333339,0,3927274,0,0,180,110,,,
22311,2,精英沃玛勇士,150,15,,4688,80413339,0,3930974,0,0,180,120,,,
22312,2,精英沃玛战士,150,15,,4689,80493339,0,3934674,0,0,180,120,,,
22313,2,精英沃玛护卫,150,15,,4527,80573339,0,3938374,0,0,180,130,,,
22314,2,沃玛教主,150,15,,4687,80653339,0,3942074,0,0,220,95,,,
22315,2,精英楔蛾,150,15,,4531,80733339,0,3945774,0,0,140,150,,,
22316,2,精英角蝇,150,15,,4552,80813339,0,3949474,0,0,180,150,,,
22317,2,精英祖玛弓箭手,150,15,,4543,80893339,0,3953174,0,0,180,130,,,
22318,2,精英祖玛雕像,150,15,,4542,80973339,0,3956874,0,0,180,130,,,
22319,2,精英祖玛卫士,150,15,,4544,81053339,0,3960574,0,0,180,150,,,
22320,2,精英大老鼠,150,15,,4554,81133339,0,3964274,0,0,140,150,,,
22321,2,精英祖玛弓箭手,150,15,,4543,81213339,0,3967974,0,0,180,130,,,
22322,2,精英祖玛雕像,150,15,,4542,81293339,0,3971674,0,0,180,130,,,
22323,2,祖玛教主,150,15,,4630,81373339,0,3975374,0,0,240,105,,,
22324,2,精英半兽勇士,150,15,,4503,81453339,0,3979074,0,0,180,140,,,
22325,2,精英天狼蜘蛛,150,15,,4524,81533339,0,3982774,0,0,140,150,,,
22326,2,精英花吻蜘蛛,150,15,,4551,81613339,0,3986474,0,0,140,150,,,
22327,2,精英钢牙蜘蛛,150,15,,4550,81693339,0,3990174,0,0,100,150,,,
22328,2,精英天狼蜘蛛,150,15,,4524,81773339,0,3993874,0,0,140,150,,,
22329,2,精英幻影蜘蛛,150,15,,4567,81853339,0,3997574,0,0,200,100,,,
22330,2,精英黑锷蜘蛛,150,15,,4559,81933339,0,4001274,0,0,180,150,,,
22331,2,精英花吻蜘蛛,150,15,,4551,82013339,0,4004974,0,0,140,150,,,
22332,2,精英花吻蜘蛛,150,15,,4566,82093339,0,4008674,0,0,180,150,,,
22333,2,赤月恶魔,150,15,,4602,82173339,0,4012374,0,0,210,100,,,
22334,2,精英海龟,150,15,,4507,82253339,0,4016074,0,0,140,150,,,
22335,2,精英寄居蟹,150,15,,4119,82333339,0,4019774,0,0,180,150,,,
22336,2,精英金甲蛙,150,15,,4124,82413339,0,4023474,0,0,140,150,,,
22337,2,精英骷髅锤兵,150,20,,4661,82493339,0,4027174,0,0,180,120,,,
22338,2,精英骷髅刀斧手,150,20,,4662,82573339,0,4030874,0,0,180,130,,,
22339,2,精英骷髅弓箭手,150,20,,4663,82653339,0,4034574,0,0,180,120,,,
22340,2,精英恶灵僵尸,150,20,,4504,82733339,0,4038274,0,0,180,125,,,
22341,2,精英恶灵尸王,150,20,,4505,82813339,0,4041974,0,0,180,105,,,
22342,2,精英骷髅长枪兵,150,20,,4579,82893339,0,4045674,0,0,180,125,,,
22343,2,精英骷髅锤兵,150,20,,4661,82973339,0,4049374,0,0,180,120,,,
22344,2,精英骷髅刀斧手,150,15,,4575,83053339,0,4053074,0,0,180,125,,,
22345,2,黄泉教主,150,15,,4537,83133339,0,4056774,0,0,260,100,,3,
22346,2,精英牛魔祭司,150,15,,4680,83213339,0,4060474,0,0,180,110,,,
22347,2,精英牛魔将军,150,15,,4681,83293339,0,4064174,0,0,180,140,,,
22348,2,精英牛魔侍卫,150,15,,4682,83373339,0,4067874,0,0,180,140,,,
22349,2,精英牛魔斗士,150,15,,4678,83453339,0,4071574,0,0,180,140,,,
22350,2,精英牛魔战士,150,15,,4512,83533339,0,4075274,0,0,180,135,,,
22351,2,精英牛魔法师,150,15,,4509,83613339,0,4078974,0,0,180,110,,,
22352,2,精英牛魔祭司,150,15,,4510,83693339,0,4082674,0,0,180,110,,,
22353,2,精英牛魔将军,150,15,,4511,83773339,0,4086374,0,0,180,130,,,
22354,2,牛魔王,150,15,,4683,83853339,0,4090074,0,0,240,125,,,
22355,2,精英骷髅锤兵,150,15,,4661,83933339,0,4093774,0,0,180,120,,,
22356,2,精英骷髅刀斧手,150,15,,4662,84013339,0,4097474,0,0,180,130,,,
22357,2,精英骷髅弓箭手,150,15,,4663,84093339,0,4101174,0,0,180,120,,,
22358,2,精英恶灵僵尸,150,15,,4504,84173339,0,4104874,0,0,180,125,,,
22359,2,精英恶灵尸王,150,15,,4505,84253339,0,4108574,0,0,180,105,,,
22360,2,精英骷髅长枪兵,150,15,,4579,84333339,0,4112274,0,0,180,125,,,
22361,2,精英骷髅锤兵,150,15,,4661,84413339,0,4115974,0,0,180,120,,,
22362,2,精英骷髅刀斧手,150,15,,4575,84493339,0,4119674,0,0,180,125,,,
22363,2,黄泉教主（邪）,150,15,,4656,84573339,0,4123374,0,0,225,100,,3,
22364,2,精英魔龙破甲兵,150,15,,4676,84653339,0,4127074,0,0,180,125,,,
22365,2,精英魔龙射手,150,15,,4677,84733339,0,4130774,0,0,180,130,,,
22366,2,精英魔龙巨蛾,150,15,,4674,84813339,0,4134474,0,0,180,115,,,
22367,2,精英魔龙力士,150,15,,4638,84893339,0,4138174,0,0,180,130,,,
22368,2,精英魔龙战将,150,15,,4593,84973339,0,4141874,0,0,180,130,,,
22369,2,精英魔龙刀兵,150,15,,4587,85053339,0,4145574,0,0,180,115,,,
22370,2,精英魔龙破甲兵,150,20,,4589,85133339,0,4149274,0,0,180,120,,,
22371,2,精英魔龙射手,150,20,,4590,85213339,0,4152974,0,0,180,120,,,
22372,2,魔龙教主,150,20,,4622,85293339,0,4156674,0,0,260,105,,,
22373,2,精英绿魔蜘蛛,150,20,,4704,85373339,0,4160374,0,0,180,70,,,
22374,2,精英披甲龙龟,150,20,,4514,85453339,0,4164074,0,0,180,150,,,
22375,2,精英红魔蜘蛛,150,20,,4703,85533339,0,4167774,0,0,180,70,,,
22376,2,精英绿魔蜘蛛,150,20,,4704,85613339,0,4171474,0,0,180,70,,,
22377,2,精英狂热火蜥蜴,150,15,,4580,85693339,0,4175174,0,0,180,150,,,
22378,2,精英金杖蜘蛛,150,15,,4570,85773339,0,4178874,0,0,210,110,,,
22379,2,精英巨镰蜘蛛,150,15,,4571,85853339,0,4182574,0,0,210,110,,,
22380,2,精英圣殿卫士,150,15,,4519,85933339,0,4186274,0,0,180,120,,,
22381,2,火龙王,150,15,,4606,86013339,0,4189974,0,0,300,80,,,
22382,2,精英赤狐,150,15,,4553,86093339,0,4193674,0,0,180,135,,,
22383,2,精英狐月虎虫,150,15,,4564,86173339,0,4197374,0,0,140,150,,,
22384,2,火尾黑狐王,150,15,,4607,86253339,0,4201074,0,0,160,120,,,
22385,2,精英素狐,150,15,,4523,86333339,0,4204774,0,0,180,135,,,
22386,2,精英赤狐,150,15,,4553,86413339,0,4208474,0,0,180,135,,,
22387,2,金爪赤狐王,150,15,,4608,86493339,0,4212174,0,0,160,120,,3,
22388,2,精英狐月虎虫,150,15,,4564,86573339,0,4215874,0,0,140,150,,,
22389,2,精英狐月角虫,150,15,,4565,86653339,0,4219574,0,0,140,150,,,
22390,2,玉面素狐王,150,15,,4628,86733339,0,4223274,0,0,230,130,,3,
22391,2,精英骨虾,150,15,,4117,86813339,0,4226974,0,0,180,125,,,
22392,2,精英龙虾守卫,150,15,,4583,86893339,0,4230674,0,0,180,95,,,
22393,2,寒荒海兽,150,15,,4604,86973339,0,4234374,0,0,260,100,,,
22394,2,精英海龟,150,15,,4507,87053339,0,4238074,0,0,140,150,,,
22395,2,精英龙虾守卫,150,15,,4583,87133339,0,4241774,0,0,180,95,,,
22396,2,深海巨魔,150,15,,4624,87213339,0,4245474,0,0,260,100,,,
22397,2,精英寄居蟹,150,15,,4119,87293339,0,4249174,0,0,180,150,,,
22398,2,精英金甲蛙,150,15,,4124,87373339,0,4252874,0,0,140,150,,,
22399,2,战舰龙王,150,15,,4118,87453339,0,4256574,0,0,260,100,,,
22400,2,精英绿魔蜘蛛,150,15,,4704,87533339,0,4260274,0,0,180,70,,,
22401,2,精英披甲龙龟,150,15,,4514,87613339,0,4263974,0,0,180,150,,,
22402,2,精英红魔蜘蛛,150,15,,4703,87693339,0,4267674,0,0,180,70,,,
22403,2,精英绿魔蜘蛛,150,20,,4704,87773339,0,4271374,0,0,180,70,,,
22404,2,精英狂热火蜥蜴,150,20,,4580,87853339,0,4275074,0,0,180,150,,,
22405,2,精英金杖蜘蛛,150,20,,4570,87933339,0,4278774,0,0,210,110,,,
22406,2,精英巨镰蜘蛛,150,20,,4571,88013339,0,4282474,0,0,210,110,,,
22407,2,精英圣殿卫士,150,20,,4519,88093339,0,4286174,0,0,180,120,,,
22408,2,雷炎蛛王,150,20,,4610,88173339,0,4289874,0,0,225,100,,,
22409,2,精英雪域卫士,150,20,,4538,88253339,0,4293574,0,0,190,140,,,
22410,2,精英雪域战将,150,15,,4539,88333339,0,4297274,0,0,190,140,,,
22411,2,精英雪域力士,150,15,,4535,88413339,0,4300974,0,0,190,120,,,
22412,2,精英雪域侍卫,150,15,,4536,88493339,0,4304674,0,0,190,140,,,
22413,2,精英雪域天将,150,15,,4537,88573339,0,4308374,0,0,190,140,,,
22414,2,精英雪域力士,150,15,,4690,88653339,0,4312074,0,0,190,140,,,
22415,2,精英雪域卫士,150,15,,4538,88733339,0,4315774,0,0,190,140,,,
22416,2,精英雪域战将,150,15,,4539,88813339,0,4319474,0,0,190,140,,,
22417,2,凛冬教主,150,15,,4612,88893339,0,4323174,0,0,280,110,,,
22418,2,精英红蛇妖,150,15,,4563,88973339,0,4326874,0,0,180,120,,,
22419,2,精英三头蛇王,150,15,,4517,89053339,0,4330574,0,0,180,120,,,
22420,2,精英魔化蝎蛇,150,15,,4585,89133339,0,4334274,0,0,180,120,,,
22421,2,精英白蛇妖,150,15,,4547,89213339,0,4337974,0,0,190,120,,,
22422,2,精英魔化蝎蛇,150,15,,4585,89293339,0,4341674,0,0,180,120,,,
22423,2,精英三头蛇王,150,15,,4517,89373339,0,4345374,0,0,180,120,,,
22424,2,精英 千年树妖,150,15,,4515,89453339,0,4349074,0,0,380,100,,,
22425,2,精英红蛇妖,150,15,,4563,89533339,0,4352774,0,0,180,120,,,
22426,2,魔化巫妖王,150,15,,4614,89613339,0,4356474,0,0,400,100,,,
22427,2,精英雪域卫士,150,15,,4538,89693339,0,4360174,0,0,190,140,,,
22428,2,精英雪域战将,150,15,,4539,89773339,0,4363874,0,0,190,140,,,
22429,2,精英雪域力士,150,15,,4535,89853339,0,4367574,0,0,190,120,,,
22430,2,精英雪域侍卫,150,15,,4536,89933339,0,4371274,0,0,190,140,,,
22431,2,精英雪域天将,150,15,,4537,90013339,0,4374974,0,0,190,140,,,
22432,2,精英雪域力士,150,15,,4690,90093339,0,4378674,0,0,190,140,,,
22433,2,精英雪域卫士,150,15,,4538,90173339,0,4382374,0,0,190,140,,,
22434,2,精英雪域战将,150,15,,4539,90253339,0,4386074,0,0,190,140,,,
22435,2,雪域魔王,150,15,,4691,90333339,0,4389774,0,0,245,120,,,
22436,2,精英恶魔弓箭手,150,20,,4557,90413339,0,4393474,0,0,140,120,,,
22437,2,精英恶魔弓箭手,150,20,,4557,90493339,0,4397174,0,0,140,120,,,
22438,2,精英恶魔弓箭手,150,20,,4557,90573339,0,4400874,0,0,140,120,,,
22439,2,精英魔神修罗,150,20,,4594,90653339,0,4404574,0,0,220,120,,,
22440,2,精英暗影修罗,150,20,,4502,90733339,0,4408274,0,0,190,120,,,
22441,2,精英黑袍修罗,150,20,,4560,90813339,0,4411974,0,0,190,120,,,
22442,2,精英魔神修罗,150,20,,4594,90893339,0,4415674,0,0,220,120,,,
22443,2,精英虹魔猪卫,150,15,,4655,90973339,0,4419374,0,0,180,130,,,
22444,2,阿修罗神,150,15,,4619,91053339,0,4423074,0,0,280,110,,3,
22445,2,鹿王,150,15,,4584,91133339,0,4426774,0,0,180,150,,,
22446,2,精英稻草人,150,15,,4645,91213339,0,4430474,0,0,180,150,,,
22447,2,精英多钩猫,150,15,,4648,91293339,0,4434174,0,0,180,150,,,
22448,2,精英半兽战士,150,15,,4549,91373339,0,4437874,0,0,180,150,,,
22449,2,精英洞蛆,150,15,,4633,91453339,0,4441574,0,0,80,200,,,
22450,2,精英骷髅,150,15,,4660,91533339,0,4445274,0,0,180,150,,,
22451,2,精英掷斧骷髅,150,15,,4696,91613339,0,4448974,0,0,180,150,,,
22452,2,精英掷斧骷髅,150,15,,4696,91693339,0,4452674,0,0,180,150,,,
22453,2,精英骷髅战士,150,15,,4666,91773339,0,4456374,0,0,180,140,,,
22454,2,精英骷髅战将,150,15,,4665,91853339,0,4460074,0,0,180,130,,,
22455,2,精英森林雪人,150,15,,4685,91933339,0,4463774,0,0,180,120,,,
22456,2,精英食人花,150,15,,4520,92013339,0,4467474,0,0,180,120,,,
22457,2,半兽勇士,150,15,,4503,92093339,0,4471174,0,0,180,140,,,
22458,2,精英掷斧骷髅,150,15,,4696,92173339,0,4474874,0,0,180,150,,,
22459,2,精英骷髅战士,150,15,,4666,92253339,0,4478574,0,0,180,140,,,
22460,2,骷髅精灵,150,15,,4664,92333339,0,4482274,0,0,220,170,,,
22461,2,精英僧侣僵尸,150,15,,4639,92413339,0,4485974,0,0,180,140,,,
22462,2,精英爬行僵尸,150,15,,4705,92493339,0,4489674,0,0,180,130,,,
22463,2,精英爬行僵尸,150,15,,4705,92573339,0,4493374,0,0,180,130,,,
22464,2,精英僧侣僵尸,150,15,,4639,92653339,0,4497074,0,0,180,140,,,
22465,2,精英爬行僵尸,150,15,,4705,92733339,0,4500774,0,0,180,130,,,
22466,2,精英爬行僵尸,150,15,,4705,92813339,0,4504474,0,0,180,130,,,
22467,2,精英僧侣僵尸,150,15,,4639,92893339,0,4508174,0,0,180,140,,,
22468,2,精英爬行僵尸,150,15,,4705,92973339,0,4511874,0,0,180,130,,,
22469,2,尸王,150,20,,4625,93053339,0,4515574,0,0,220,110,,,
22470,2,精英威思而小虫,150,20,,4526,93133339,0,4519274,0,0,120,200,,,
22471,2,精英狼,150,20,,4500,93213339,0,4522974,0,0,120,150,,,
22472,2,精英巨型多角虫,150,20,,4637,93293339,0,4526674,0,0,140,120,,,
22473,2,精英巨型蠕虫,150,20,,4572,93373339,0,4530374,0,0,140,150,,,
22474,2,精英跳跳蜂,150,20,,4525,93453339,0,4534074,0,0,140,150,,,
22475,2,精英钳虫,150,20,,4516,93533339,0,4537774,0,0,180,130,,,
22476,2,精英跳跳蜂,150,15,,4525,93613339,0,4541474,0,0,140,150,,,
22477,2,精英钳虫,150,15,,4516,93693339,0,4545174,0,0,180,130,,,
22478,2,精英邪恶钳虫,150,15,,4534,93773339,0,4548874,0,0,180,135,,,
22479,2,精英钳虫,150,15,,4516,93853339,0,4552574,0,0,180,130,,,
22480,2,精英邪恶钳虫,150,15,,4534,93933339,0,4556274,0,0,180,135,,,
22481,2,触龙神,150,15,,4603,94013339,0,4559974,0,0,240,95,,,
22482,2,精英威思而小虫,150,15,,4526,94093339,0,4563674,0,0,120,200,,,
22483,2,精英狼,150,15,,4500,94173339,0,4567374,0,0,120,150,,,
22484,2,精英巨型多角虫,150,15,,4637,94253339,0,4571074,0,0,140,120,,,
22485,2,精英红色恶猪,150,15,,4652,94333339,0,4574774,0,0,180,130,,,
22486,2,精英黑色恶猪,150,15,,4651,94413339,0,4578474,0,0,180,130,,,
22487,2,精英蝎蛇,150,15,,4518,94493339,0,4582174,0,0,140,150,,,
22488,2,精英黑色恶蛆,150,15,,4636,94573339,0,4585874,0,0,120,150,,,
22489,2,精英蝎蛇,150,15,,4518,94653339,0,4589574,0,0,140,150,,,
22490,2,精英黑色恶猪,150,15,,4651,94733339,0,4593274,0,0,180,130,,,
22491,2,精英白色恶猪,150,15,,4631,94813339,0,4596974,0,0,180,130,,,
22492,2,精英黑色恶猪,150,15,,4651,94893339,0,4600674,0,0,180,130,,,
22493,2,白猪王,150,15,,4601,94973339,0,4604374,0,0,240,100,,,
22494,2,精英暗黑战士,150,15,,4501,95053339,0,4608074,0,0,180,150,,,
22495,2,精英沃玛卫士,150,15,,4528,95133339,0,4611774,0,0,180,140,,,
22496,2,精英沃玛勇士,150,15,,4529,95213339,0,4615474,0,0,180,140,,,
22497,2,精英沃玛战将,150,15,,4530,95293339,0,4619174,0,0,180,110,,,
22498,2,精英火焰沃玛,150,15,,4568,95373339,0,4622874,0,0,180,110,,,
22499,2,精英沃玛勇士,150,15,,4688,95453339,0,4626574,0,0,180,120,,,
22500,2,精英沃玛战士,150,15,,4689,95533339,0,4630274,0,0,180,120,,,
22501,2,精英沃玛护卫,150,15,,4527,95613339,0,4633974,0,0,180,130,,,
22502,2,沃玛教主,150,20,,4687,95693339,0,4637674,0,0,220,95,,,
22503,2,精英楔蛾,150,20,,4531,95773339,0,4641374,0,0,140,150,,,
22504,2,精英角蝇,150,20,,4552,95853339,0,4645074,0,0,180,150,,,
22505,2,精英祖玛弓箭手,150,20,,4543,95933339,0,4648774,0,0,180,130,,,
22506,2,精英祖玛雕像,150,20,,4542,96013339,0,4652474,0,0,180,130,,,
22507,2,精英祖玛卫士,150,20,,4544,96093339,0,4656174,0,0,180,150,,,
22508,2,精英大老鼠,150,20,,4554,96173339,0,4659874,0,0,140,150,,,
22509,2,精英祖玛弓箭手,150,15,,4543,96253339,0,4663574,0,0,180,130,,,
22510,2,精英祖玛雕像,150,15,,4542,96333339,0,4667274,0,0,180,130,,,
22511,2,祖玛教主,150,15,,4630,96413339,0,4670974,0,0,240,105,,,
22512,2,精英半兽勇士,150,15,,4503,96493339,0,4674674,0,0,180,140,,,
22513,2,精英天狼蜘蛛,150,15,,4524,96573339,0,4678374,0,0,140,150,,,
22514,2,精英花吻蜘蛛,150,15,,4551,96653339,0,4682074,0,0,140,150,,,
22515,2,精英钢牙蜘蛛,150,15,,4550,96733339,0,4685774,0,0,100,150,,,
22516,2,精英天狼蜘蛛,150,15,,4524,96813339,0,4689474,0,0,140,150,,,
22517,2,精英幻影蜘蛛,150,15,,4567,96893339,0,4693174,0,0,200,100,,,
22518,2,精英黑锷蜘蛛,150,15,,4559,96973339,0,4696874,0,0,180,150,,,
22519,2,精英花吻蜘蛛,150,15,,4551,97053339,0,4700574,0,0,140,150,,,
22520,2,精英花吻蜘蛛,150,15,,4566,97133339,0,4704274,0,0,180,150,,,
22521,2,赤月恶魔,150,15,,4602,97213339,0,4707974,0,0,210,100,,,
22522,2,精英海龟,150,15,,4507,97293339,0,4711674,0,0,140,150,,,
22523,2,精英寄居蟹,150,15,,4119,97373339,0,4715374,0,0,180,150,,,
22524,2,精英金甲蛙,150,15,,4124,97453339,0,4719074,0,0,140,150,,,
22525,2,精英骷髅锤兵,150,15,,4661,97533339,0,4722774,0,0,180,120,,,
22526,2,精英骷髅刀斧手,150,15,,4662,97613339,0,4726474,0,0,180,130,,,
22527,2,精英骷髅弓箭手,150,15,,4663,97693339,0,4730174,0,0,180,120,,,
22528,2,精英恶灵僵尸,150,15,,4504,97773339,0,4733874,0,0,180,125,,,
22529,2,精英恶灵尸王,150,15,,4505,97853339,0,4737574,0,0,180,105,,,
22530,2,精英骷髅长枪兵,150,15,,4579,97933339,0,4741274,0,0,180,125,,,
22531,2,精英骷髅锤兵,150,15,,4661,98013339,0,4744974,0,0,180,120,,,
22532,2,精英骷髅刀斧手,150,15,,4575,98093339,0,4748674,0,0,180,125,,,
22533,2,黄泉教主,150,15,,4537,98173339,0,4752374,0,0,260,100,,3,
22534,2,精英牛魔祭司,150,15,,4680,98253339,0,4756074,0,0,180,110,,,
22535,2,精英牛魔将军,150,20,,4681,98333339,0,4759774,0,0,180,140,,,
22536,2,精英牛魔侍卫,150,20,,4682,98413339,0,4763474,0,0,180,140,,,
22537,2,精英牛魔斗士,150,20,,4678,98493339,0,4767174,0,0,180,140,,,
22538,2,精英牛魔战士,150,20,,4512,98573339,0,4770874,0,0,180,135,,,
22539,2,精英牛魔法师,150,20,,4509,98653339,0,4774574,0,0,180,110,,,
22540,2,精英牛魔祭司,150,20,,4510,98733339,0,4778274,0,0,180,110,,,
22541,2,精英牛魔将军,150,20,,4511,98813339,0,4781974,0,0,180,130,,,
22542,2,牛魔王,150,15,,4683,98893339,0,4785674,0,0,240,125,,,
22543,2,精英骷髅锤兵,150,15,,4661,98973339,0,4789374,0,0,180,120,,,
22544,2,精英骷髅刀斧手,150,15,,4662,99053339,0,4793074,0,0,180,130,,,
22545,2,精英骷髅弓箭手,150,15,,4663,99133339,0,4796774,0,0,180,120,,,
22546,2,精英恶灵僵尸,150,15,,4504,99213339,0,4800474,0,0,180,125,,,
22547,2,精英恶灵尸王,150,15,,4505,99293339,0,4804174,0,0,180,105,,,
22548,2,精英骷髅长枪兵,150,15,,4579,99373339,0,4807874,0,0,180,125,,,
22549,2,精英骷髅锤兵,150,15,,4661,99453339,0,4811574,0,0,180,120,,,
22550,2,精英骷髅刀斧手,150,15,,4575,99533339,0,4815274,0,0,180,125,,,
22551,2,黄泉教主（邪）,150,15,,4656,99613339,0,4818974,0,0,225,100,,3,
22552,2,精英魔龙破甲兵,150,15,,4676,99693339,0,4822674,0,0,180,125,,,
22553,2,精英魔龙射手,150,15,,4677,99773339,0,4826374,0,0,180,130,,,
22554,2,精英魔龙巨蛾,150,15,,4674,99853339,0,4830074,0,0,180,115,,,
22555,2,精英魔龙力士,150,15,,4638,99933339,0,4833774,0,0,180,130,,,
22556,2,精英魔龙战将,150,15,,4593,100013339,0,4837474,0,0,180,130,,,
22557,2,精英魔龙刀兵,150,15,,4587,100093339,0,4841174,0,0,180,115,,,
22558,2,精英魔龙破甲兵,150,15,,4589,100173339,0,4844874,0,0,180,120,,,
22559,2,精英魔龙射手,150,15,,4590,100253339,0,4848574,0,0,180,120,,,
22560,2,魔龙教主,150,15,,4622,100333339,0,4852274,0,0,260,105,,,
22561,2,精英绿魔蜘蛛,150,15,,4704,100413339,0,4855974,0,0,180,70,,,
22562,2,精英披甲龙龟,150,15,,4514,100493339,0,4859674,0,0,180,150,,,
22563,2,精英红魔蜘蛛,150,15,,4703,100573339,0,4863374,0,0,180,70,,,
22564,2,精英绿魔蜘蛛,150,15,,4704,100653339,0,4867074,0,0,180,70,,,
22565,2,精英狂热火蜥蜴,150,15,,4580,100733339,0,4870774,0,0,180,150,,,
22566,2,精英金杖蜘蛛,150,15,,4570,100813339,0,4874474,0,0,210,110,,,
22567,2,精英巨镰蜘蛛,150,15,,4571,100893339,0,4878174,0,0,210,110,,,
22568,2,精英圣殿卫士,150,20,,4519,100973339,0,4881874,0,0,180,120,,,
22569,2,火龙王,150,20,,4606,101053339,0,4885574,0,0,300,80,,,
22570,2,精英赤狐,150,20,,4553,101133339,0,4889274,0,0,180,135,,,
22571,2,精英狐月虎虫,150,20,,4564,101213339,0,4892974,0,0,140,150,,,
22572,2,火尾黑狐王,150,20,,4607,101293339,0,4896674,0,0,160,120,,,
22573,2,精英素狐,150,20,,4523,101373339,0,4900374,0,0,180,135,,,
22574,2,精英赤狐,150,20,,4553,101453339,0,4904074,0,0,180,135,,,
22575,2,金爪赤狐王,150,15,,4608,101533339,0,4907774,0,0,160,120,,3,
22576,2,精英狐月虎虫,150,15,,4564,101613339,0,4911474,0,0,140,150,,,
22577,2,精英狐月角虫,150,15,,4565,101693339,0,4915174,0,0,140,150,,,
22578,2,玉面素狐王,150,15,,4628,101773339,0,4918874,0,0,230,130,,3,
22579,2,精英骨虾,150,15,,4117,101853339,0,4922574,0,0,180,125,,,
22580,2,精英龙虾守卫,150,15,,4583,101933339,0,4926274,0,0,180,95,,,
22581,2,寒荒海兽,150,15,,4604,102013339,0,4929974,0,0,260,100,,,
